# Cities: name, latitude, longitude
Port-au-Prince, Milwaukee, 2566.6
Port-au-Prince, Nashville, 1786.0
Port-au-Prince, Barcelona (Venezuela), 931.9
Port-au-Prince, Lopez Mateos, 2361.0
Port-au-Prince, Reynosa, 2240.1
Port-au-Prince, Cuiaba, 3400.6
Port-au-Prince, Oklahoma City, 2405.1
Port-au-Prince, Louisville, 1931.3
Port-au-Prince, San Salvador, 1393.7
Port-au-Prince, Toluca, 2544.0
Port-au-Prince, Portland, 5246.7
Port-au-Prince, Salta, 4554.8
Port-au-Prince, Asuncion, 4622.1
Port-au-Prince, Aparecida de Goiania, 4380.7
Port-au-Prince, Ribeirao das Neves, 4489.0
Port-au-Prince, Maturin, 1032.0
Port-au-Prince, Torreon, 2971.2
Port-au-Prince, Albuquerque, 2977.6
Port-au-Prince, Petare, 747.3
Port-au-Prince, Soledad, 610.8
Port-au-Prince, Feira de Santana, 4545.9
Port-au-Prince, Tucson, 3257.8
Port-au-Prince, Tlaquepaque, 2718.8
Port-au-Prince, Tuxtla Gutierrez, 1677.8
Port-au-Prince, Chiclayo, 2417.4
Port-au-Prince, Bucaramanga, 952.1
Port-au-Prince, Aracaju, 4159.4
Port-au-Prince, San Nicolas de los Garza, 2320.3
Port-au-Prince, Atlanta, 1615.0
Port-au-Prince, Londrina, 4327.3
Port-au-Prince, Cuautitlan Izcalli, 2414.7
Port-au-Prince, Joinville, 5423.4
Hegang, Hengyang, 2289.5
Hegang, Puyang, 1337.4
Hegang, Xinxiang, 1471.0
Hegang, Raipur, 4626.6
Hegang, Tolyatti, 4668.7
Hegang, Foshan, 2315.8
Hegang, Ningbo, 1787.3
Hegang, Langfang, 1091.1
Hegang, Liaoyang, 602.3
Hegang, Changzhi, 1507.7
Hegang, Chonju, 999.3
Hegang, Zamboanga, 4318.7
Hegang, Gorakhpur, 4278.5
Hegang, Zhuzhou, 2198.7
Hegang, Huangshi, 1975.8
Hegang, Shaoguan, 2512.7
Hegang, Guilin, 2292.8
Hegang, Shizuoka, 1170.1
Hegang, Fuxin, 720.8
Hegang, Ipoh, 5384.2
Hegang, Dushanbe, 4464.1
Hegang, Zhanjiang, 2663.9
Hegang, Xingtai, 1421.8
Hegang, Okayama, 1014.2
Hegang, Bhilai, 4320.1
Hegang, Zigong, 2195.3
Hegang, Mudanjiang, 250.7
Hegang, Shatian, 2671.4
Hegang, Kumamoto, 1287.2
Hegang, Zhangdian, 1268.3
Hegang, Xiangtan, 1938.0
Hegang, Dasmarinas, 3477.7
Hegang, Nantong, 1373.6
Hegang, Shaoyang, 2078.5
Hegang, Islamabad, 4744.4
Hegang, Panjin, 739.4
Hegang, Ansan, 803.1
Hegang, Jamshedpur, 4033.0
Hegang, Dandong, 627.5
Hegang, Haikou, 3089.3
Hegang, Amravati, 5367.3
Hegang, Sagamihara, 1147.6
Hegang, Zhangzhou, 2069.3
Hegang, Kataka, 4826.1
Hegang, Kuching, 5220.3
Hegang, Zhenjiang, 1478.5
Hegang, Izhevsk, 4792.9
Hegang, Yancheng, 1395.1
Hegang, Yuanlong, 2594.6
Hegang, Ulyanovsk, 4685.9
Hegang, Hai Phong, 2944.4
Hegang, Anyang (South Korea), 830.0
Hegang, Dadiangas, 4334.9
Hegang, Chongju, 847.2
Hegang, Bikaner, 4422.3
Hegang, Taizhou, 1544.0
Hegang, Antipolo, 3205.7
Hegang, Xiamen, 2445.3
Hegang, Yingkou, 747.3
Hegang, Kagoshima, 1272.7
Hegang, Siping, 449.7
Hegang, Luancheng, 1169.9
Hegang, Khabarovsk, 286.0
Hegang, Jinzhou, 771.1
Hegang, Bengbu, 1623.5
Hegang, Irkutsk, 1587.4
Hegang, Shihezi, 2931.6
Hegang, Jiangmen, 2569.0
Hegang, Barnaul, 2976.4
Hegang, Vladivostok, 356.8
Hegang, Warangal, 5142.3
Hegang, Kaifeng, 1617.3
Hegang, Funabashi, 1116.0
Hegang, Maoming, 2878.6
Hegang, Hachioji, 1181.6
Hegang, Hamhung, 568.5
Hegang, Sargodha, 4496.3
Hegang, Cangzhou, 1195.5
Hegang, Tanggu, 1144.3
Hegang, Changde, 2230.7
Hegang, Xigong, 2625.9
Hegang, Shiliguri, 3924.2
Hegang, Jiamusi, 42.2
Hegang, Huaiyin, 1475.6
Hegang, Rajpur, 4316.6
Hegang, Maanshan, 1544.3
Hegang, Banqiao, 2273.0
Hegang, Kota Kinabalu, 4257.5
Hegang, Ajmer, 4979.9
Hegang, Orenburg, 4589.2
Hegang, Neijiang, 2197.3
Hegang, Novokuznetsk, 2333.9
Hegang, Yangzhou, 1343.6
Hegang, Durgapur, 3926.5
Hegang, Shashi, 2052.8
Hegang, Dehra Dun, 4370.0
Hegang, Jiaozuo, 1377.6
Hegang, Zhuhai, 2530.6
Hegang, Tyumen, 3969.1
Hegang, Cagayan, 3580.2
Hegang, Uijongbu, 816.1
Hegang, Yueyang, 2111.9
Hegang, Naberezhnyye Chelny, 4279.8
Hegang, Matsuyama, 1215.7
Hegang, Jammu, 4189.3
Hegang, Bahawalpur, 4837.8
Hegang, Zhunmen, 2543.1
Hegang, Bhatpara, 4372.2
Hegang, Calamba, 2987.4
Hegang, Changwon, 1008.9
Hegang, Zunyi, 2571.9
Hegang, Saharanpur, 4506.7
Hegang, Higashiosaka, 1234.6
Hegang, Xuchang, 1717.6
Hegang, Wuhu, 1759.4
Akure, N'Djamena, 842.5
Akure, Cracow, 4166.9
Akure, Athens, 3279.6
Akure, Jerusalem, 3280.9
Akure, Amsterdam, 4574.6
Akure, Lodz, 4539.8
Akure, Abeokuta, 133.9
Akure, Tunis, 2532.6
Akure, L'viv, 4261.1
Akure, Cotonou, 220.3
Akure, Blantyre, 3364.9
Akure, Bulawayo, 3092.5
Akure, Tangier, 2907.2
Akure, Kayseri, 3800.1
Akure, Kryvyy Rih, 4886.8
Akure, Libreville, 599.6
Akure, as-Sulaymaniyah, 4935.7
Akure, Sevilla, 2882.0
Akure, Zagreb, 3835.9
Akure, Matola, 4519.4
Akure, Benghazi, 2692.7
Akure, Joao Pessoa, 3925.1
Akure, Wahran, 2490.5
Akure, Enugu, 208.5
Akure, Zaria, 368.9
Akure, Pointe Noire, 1154.9
Akure, Zaragoza, 3101.2
Akure, Frankfurt, 4423.2
Akure, Palermo, 2969.7
Akure, 'Adan, 3773.9
Akure, Gazzah, 3299.1
Akure, Krasnodar, 4450.4
Akure, Wrocaw, 4619.9
Akure, Asmara, 3219.0
Akure, Benoni, 3763.8
Akure, Mersin, 3683.2
Akure, Bouake, 842.8
Akure, Oshogbo, 62.5
Akure, Jos, 371.8
Akure, Orumiyeh, 4912.9
Akure, Diyarbakr, 4615.9
Akure, Chisinau, 4204.7
Akure, Djibouti, 3789.9
Akure, Stuttgart, 3924.2
Akure, Rotterdam, 4532.1
Akure, Kisangani, 1873.2
Akure, Port Said, 3401.2
Akure, Genoa, 3480.1
Akure, Dortmund, 4114.5
Akure, Eskisehir, 3706.1
Akure, Essen, 4156.7
Akure, Dusseldorf, 4001.8
Akure, Glasgow, 5211.8
Akure, Meknes, 2714.8
Akure, Resht, 5069.6
Akure, Malaga, 2605.9
Akure, Ife, 50.9
Akure, at-Ta'if, 3404.1
Akure, Poznan, 4973.4
Akure, Bloemfontein, 4019.6
Akure, Bangui, 1071.2
Akure, Welkom, 3979.8
Akure, Bremen, 4561.5
Akure, Tembisa, 3837.9
Akure, Vilnius, 5075.9
Akure, Agadir, 2556.3
Akure, Suez, 3147.3
Akure, Mwanza, 2838.1
Akure, Feira de Santana, 4889.9
Akure, Ta'izz, 3844.9
Akure, Garoua, 704.6
Akure, Hanover, 4740.0
Akure, Aracaju, 4419.4
Akure, Dresden, 4319.0
Akure, Hamah, 4107.3
Akure, Niyala, 1589.7
Akure, al-Hillah, 4669.8
Akure, Leipzig, 4576.2
Akure, Boma, 1206.6
Akure, Kananga, 1853.2
Akure, Mykolayiv, 4437.6
Akure, Tabuk, 3454.4
Akure, Nuremberg, 4248.4
N'Djamena, Cracow, 3685.9
N'Djamena, Athens, 2631.7
N'Djamena, Jerusalem, 2345.2
N'Djamena, Amsterdam, 4208.2
N'Djamena, Lodz, 3983.6
N'Djamena, Abeokuta, 1045.5
N'Djamena, Tunis, 2280.1
N'Djamena, L'viv, 3537.7
N'Djamena, Cotonou, 1192.9
N'Djamena, Blantyre, 3453.9
N'Djamena, Bulawayo, 3535.8
N'Djamena, Tangier, 2993.8
N'Djamena, Kayseri, 3118.6
N'Djamena, Tolyatti, 5031.8
N'Djamena, Riga, 4521.1
N'Djamena, Kryvyy Rih, 3634.9
N'Djamena, Libreville, 1174.1
N'Djamena, as-Sulaymaniyah, 3265.2
N'Djamena, Sevilla, 3106.6
N'Djamena, Zagreb, 3289.9
N'Djamena, Matola, 4327.9
N'Djamena, Benghazi, 1683.0
N'Djamena, Wahran, 2288.0
N'Djamena, Enugu, 691.0
N'Djamena, Zaria, 618.6
N'Djamena, Pointe Noire, 1450.6
N'Djamena, Zaragoza, 2859.6
N'Djamena, Frankfurt, 3510.7
N'Djamena, Palermo, 2214.1
N'Djamena, 'Adan, 2642.7
N'Djamena, Gazzah, 2350.3
N'Djamena, Krasnodar, 3696.6
N'Djamena, Wrocaw, 3983.8
N'Djamena, Asmara, 1913.8
N'Djamena, Benoni, 4197.4
N'Djamena, Mersin, 2739.6
N'Djamena, Ulyanovsk, 5184.4
N'Djamena, Bouake, 1824.7
N'Djamena, Oshogbo, 990.0
N'Djamena, Jos, 559.0
N'Djamena, al-'Ayn, 3678.6
N'Djamena, Orumiyeh, 3305.0
N'Djamena, Diyarbakr, 3361.9
N'Djamena, Yaroslavl, 4925.3
N'Djamena, Chisinau, 3637.4
N'Djamena, Djibouti, 2672.2
N'Djamena, Stuttgart, 3493.7
N'Djamena, Rotterdam, 3855.9
N'Djamena, Kisangani, 1182.9
N'Djamena, Port Said, 2339.4
N'Djamena, Genoa, 3125.8
N'Djamena, Dortmund, 4076.4
N'Djamena, Eskisehir, 2592.6
N'Djamena, Zahedan, 4250.3
N'Djamena, Essen, 3967.0
N'Djamena, Dusseldorf, 3574.9
N'Djamena, Glasgow, 4612.2
N'Djamena, Meknes, 2742.4
N'Djamena, Resht, 3679.5
N'Djamena, Helsinki, 5248.5
N'Djamena, Malaga, 2557.3
N'Djamena, Ife, 929.2
N'Djamena, at-Ta'if, 2129.1
N'Djamena, Poznan, 4219.3
N'Djamena, Bloemfontein, 3864.7
N'Djamena, Bangui, 640.3
N'Djamena, Welkom, 3822.9
N'Djamena, Bremen, 3875.9
N'Djamena, Tembisa, 4076.6
N'Djamena, Vilnius, 4390.7
N'Djamena, Agadir, 2782.3
N'Djamena, Suez, 2206.4
N'Djamena, Mwanza, 1941.4
N'Djamena, Ta'izz, 2724.4
N'Djamena, Kerman, 4043.4
N'Djamena, Garoua, 258.4
N'Djamena, Hanover, 3741.7
N'Djamena, Goteborg, 4301.8
N'Djamena, Ryazan, 4376.2
N'Djamena, Lipetsk, 4543.1
N'Djamena, Dresden, 3418.8
N'Djamena, Hamah, 2895.9
N'Djamena, Niyala, 809.2
N'Djamena, al-Hillah, 3251.1
N'Djamena, Leipzig, 3935.9
N'Djamena, Boma, 1686.6
N'Djamena, Kananga, 1622.2
N'Djamena, Mykolayiv, 3750.0
N'Djamena, Tabuk, 2132.0
N'Djamena, Nuremberg, 3331.4
Guadalupe, San Francisco, 2091.0
Guadalupe, Merida, 955.3
Guadalupe, Austin, 380.4
Guadalupe, Columbus, 1611.9
Guadalupe, Chihuahua, 528.7
Guadalupe, Fort Worth, 590.4
Guadalupe, Tlalnepantla, 458.4
Guadalupe, San Luis Potosi, 281.2
Guadalupe, Aguascalientes, 363.9
Guadalupe, Chimalhuacan, 541.7
Guadalupe, Memphis, 1113.1
Guadalupe, Acapulco, 681.8
Guadalupe, Quebec, 2718.3
Guadalupe, Charlotte, 1756.3
Guadalupe, Queretaro, 439.2
Guadalupe, Hamilton, 2139.3
Guadalupe, Saltillo, 58.9
Guadalupe, Cancun, 993.3
Guadalupe, Winnipeg, 2009.3
Guadalupe, El Paso, 647.8
Guadalupe, Baltimore, 2190.4
Guadalupe, Hermosillo, 898.5
Guadalupe, Santiago (Dominican Republic), 2678.8
Guadalupe, Mexicali, 1164.3
Guadalupe, Morelia, 443.0
Guadalupe, Culiacan, 488.2
Guadalupe, Mixco, 1300.2
Guadalupe, Seattle, 2691.3
Guadalupe, San Pedro Sula, 1218.2
Guadalupe, Maracay, 3376.6
Guadalupe, Cucuta, 3159.9
Guadalupe, Denver, 1171.7
Guadalupe, Washington, 2005.5
Guadalupe, Veracruz, 585.0
Guadalupe, Boston, 2806.4
Guadalupe, Kingston, 1961.0
Guadalupe, Villa Nueva, 1112.8
Guadalupe, Las Vegas, 1504.3
Guadalupe, Milwaukee, 1810.1
Guadalupe, Nashville, 1239.9
Guadalupe, Barcelona (Venezuela), 3302.7
Guadalupe, Lopez Mateos, 540.4
Guadalupe, Reynosa, 129.2
Guadalupe, Oklahoma City, 815.8
Guadalupe, Louisville, 1396.3
Guadalupe, San Salvador, 1259.6
Guadalupe, Toluca, 545.3
Guadalupe, Portland, 2313.7
Guadalupe, Maturin, 3726.9
Guadalupe, Torreon, 221.6
Guadalupe, Albuquerque, 909.0
Guadalupe, Petare, 3244.7
Guadalupe, Soledad, 2364.9
Guadalupe, Tucson, 982.2
Guadalupe, Tlaquepaque, 511.3
Guadalupe, Tuxtla Gutierrez, 931.7
Guadalupe, Chiclayo, 3581.7
Guadalupe, Bucaramanga, 2872.6
Guadalupe, San Nicolas de los Garza, 5.8
Guadalupe, Atlanta, 1464.7
Guadalupe, Cuautitlan Izcalli, 473.9
Cracow, Athens, 1062.6
Cracow, Jerusalem, 1863.6
Cracow, Amsterdam, 875.3
Cracow, Lodz, 148.1
Cracow, Abeokuta, 4704.0
Cracow, Tunis, 1345.2
Cracow, L'viv, 219.5
Cracow, Cotonou, 4471.7
Cracow, Tangier, 2070.0
Cracow, Kayseri, 1448.0
Cracow, Tolyatti, 1615.5
Cracow, Riga, 636.6
Cracow, Kryvyy Rih, 743.7
Cracow, Libreville, 4993.9
Cracow, as-Sulaymaniyah, 2016.2
Cracow, Sevilla, 1875.5
Cracow, Zagreb, 366.0
Cracow, Benghazi, 1420.8
Cracow, Dushanbe, 3607.3
Cracow, Wahran, 1849.7
Cracow, Enugu, 4187.8
Cracow, Zaria, 3890.3
Cracow, Islamabad, 4288.8
Cracow, Zaragoza, 1495.4
Cracow, Frankfurt, 578.1
Cracow, Palermo, 1041.2
Cracow, 'Adan, 4392.3
Cracow, Gazzah, 1801.1
Cracow, Krasnodar, 1076.6
Cracow, Wrocaw, 183.2
Cracow, Asmara, 3958.8
Cracow, Mersin, 1484.5
Cracow, Izhevsk, 1876.1
Cracow, Ulyanovsk, 1680.4
Cracow, Bouake, 4581.0
Cracow, Oshogbo, 4150.8
Cracow, Jos, 3873.2
Cracow, al-'Ayn, 3525.3
Cracow, Bikaner, 4164.0
Cracow, Orumiyeh, 2035.9
Cracow, Diyarbakr, 1732.6
Cracow, Yaroslavl, 1259.3
Cracow, Chisinau, 536.6
Cracow, Djibouti, 3851.7
Cracow, Stuttgart, 553.9
Cracow, Rotterdam, 753.4
Cracow, Kisangani, 5458.6
Cracow, Irkutsk, 4675.2
Cracow, Shihezi, 3977.8
Cracow, Bhavnagar, 4736.3
Cracow, Port Said, 1716.9
Cracow, Genoa, 707.8
Cracow, Dortmund, 657.7
Cracow, Barnaul, 3786.2
Cracow, Eskisehir, 1145.7
Cracow, Zahedan, 3235.2
Cracow, Essen, 721.1
Cracow, Dusseldorf, 710.7
Cracow, Glasgow, 1322.4
Cracow, Meknes, 2255.8
Cracow, Sargodha, 4405.6
Cracow, Resht, 2126.5
Cracow, Helsinki, 883.4
Cracow, Malaga, 2112.8
Cracow, Ife, 4433.6
Cracow, at-Ta'if, 3003.9
Cracow, Poznan, 258.6
Cracow, Bangui, 4930.8
Cracow, Bremen, 584.9
Cracow, Vilnius, 471.9
Cracow, Agadir, 2871.1
Cracow, Ajmer, 5157.5
Cracow, Orenburg, 1829.7
Cracow, Novokuznetsk, 4064.9
Cracow, Dehra Dun, 4795.1
Cracow, Suez, 2113.5
Cracow, Tyumen, 2330.5
Cracow, Ta'izz, 3947.9
Cracow, Naberezhnyye Chelny, 1727.5
Cracow, Kerman, 3227.7
Cracow, Garoua, 3671.7
Cracow, Jamnagar, 4747.3
Cracow, Jammu, 4305.1
Cracow, Hanover, 533.2
Cracow, Bahawalpur, 4237.0
Cracow, Goteborg, 723.6
Cracow, Ryazan, 1085.7
Cracow, Lipetsk, 987.7
Cracow, Dresden, 330.8
Cracow, Saharanpur, 4892.8
Cracow, Hamah, 1838.6
Cracow, Niyala, 3619.4
Cracow, al-Hillah, 2180.7
Cracow, Leipzig, 368.1
Cracow, Mykolayiv, 645.5
Cracow, Tabuk, 2406.5
Cracow, Nuremberg, 494.0
Malang, Hengyang, 3096.5
Malang, Puyang, 4125.3
Malang, Xinxiang, 3914.2
Malang, Raipur, 4209.6
Malang, Pekan Baru, 1145.5
Malang, Foshan, 2761.4
Malang, Ningbo, 3583.8
Malang, Langfang, 5091.5
Malang, Ampang Jaya, 1434.9
Malang, Liaoyang, 5466.3
Malang, Changzhi, 4539.8
Malang, Chonju, 4838.2
Malang, Zamboanga, 1517.3
Malang, Gorakhpur, 4159.2
Malang, Zhuzhou, 3387.6
Malang, Huangshi, 3888.1
Malang, Shaoguan, 3195.4
Malang, Guilin, 3217.5
Malang, Shizuoka, 5249.2
Malang, Ipoh, 1476.1
Malang, Zhanjiang, 2495.4
Malang, Xingtai, 4193.6
Malang, Okayama, 4909.0
Malang, Yogyakarta, 181.8
Malang, Bhilai, 4313.0
Malang, Zigong, 3898.9
Malang, Colombo, 3152.1
Malang, Shatian, 2598.2
Malang, Kumamoto, 4752.7
Malang, Zhangdian, 4545.2
Malang, Xiangtan, 3190.5
Malang, Dasmarinas, 2057.5
Malang, Nantong, 3705.5
Malang, Shaoyang, 3575.0
Malang, Panjin, 5203.9
Malang, Ansan, 4345.2
Malang, Jamshedpur, 3963.7
Malang, Dandong, 5388.5
Malang, Haikou, 2329.9
Malang, Amravati, 4694.2
Malang, Sagamihara, 4920.3
Malang, Zhangzhou, 3198.1
Malang, Kataka, 3996.8
Malang, Kuching, 854.3
Malang, Zhenjiang, 4251.8
Malang, Yancheng, 4244.3
Malang, Yuanlong, 2781.6
Malang, Hai Phong, 2805.8
Malang, Anyang (South Korea), 4976.8
Malang, Dadiangas, 1480.6
Malang, Chongju, 4782.4
Malang, Taizhou, 4343.0
Malang, Antipolo, 2209.7
Malang, Xiamen, 3250.3
Malang, Yingkou, 4861.6
Malang, Kagoshima, 3896.9
Malang, Luancheng, 4832.7
Malang, Banjarmasin, 374.2
Malang, Jinzhou, 5245.2
Malang, Bengbu, 3801.9
Malang, Bhavnagar, 5102.1
Malang, Jiangmen, 2621.4
Malang, Warangal, 4415.1
Malang, Kaifeng, 4095.9
Malang, Shah Alam, 1385.7
Malang, Maoming, 2670.6
Malang, Hachioji, 4750.0
Malang, Hamhung, 5117.4
Malang, Cangzhou, 4348.4
Malang, Tanggu, 5075.3
Malang, Changde, 3401.7
Malang, Surakarta, 138.3
Malang, Xigong, 2589.3
Malang, Shiliguri, 4360.9
Malang, Huaiyin, 4456.6
Malang, Kolhapur, 4360.1
Malang, Ulhasnagar, 5002.5
Malang, Rajpur, 3807.9
Malang, Maanshan, 4168.1
Malang, Banqiao, 3130.3
Malang, Gold Coast, 3904.3
Malang, Kota Kinabalu, 1279.4
Malang, Ajmer, 4989.7
Malang, Neijiang, 3863.1
Malang, Guntur, 3629.5
Malang, Yangzhou, 4226.4
Malang, Durgapur, 3725.9
Malang, Shashi, 3743.5
Malang, Petaling Jaya, 1445.0
Malang, Sangli-Miraj, 4259.6
Malang, Jiaozuo, 3886.3
Malang, Zhuhai, 2713.8
Malang, Nanded, 4673.4
Malang, Cagayan, 1663.5
Malang, Uijongbu, 5173.1
Malang, Yueyang, 3299.1
Malang, Matsuyama, 4979.3
Malang, Gulbarga, 3920.9
Malang, Zhunmen, 2656.7
Malang, Bhatpara, 3743.7
Malang, Calamba, 2279.6
Malang, Changwon, 4594.0
Malang, Zunyi, 3335.2
Malang, Higashiosaka, 4758.7
Malang, Xuchang, 4458.4
Malang, Wuhu, 3979.7
Hengyang, Puyang, 681.9
Hengyang, Xinxiang, 623.1
Hengyang, Raipur, 2853.0
Hengyang, Pekan Baru, 2679.2
Hengyang, Foshan, 316.5
Hengyang, Ningbo, 623.1
Hengyang, Langfang, 1098.6
Hengyang, Ampang Jaya, 2235.2
Hengyang, Liaoyang, 1464.3
Hengyang, Changzhi, 740.6
Hengyang, Chonju, 1208.8
Hengyang, Zamboanga, 1894.8
Hengyang, Gorakhpur, 2454.7
Hengyang, Zhuzhou, 83.8
Hengyang, Huangshi, 338.1
Hengyang, Shaoguan, 186.3
Hengyang, Guilin, 187.5
Hengyang, Shizuoka, 2106.0
Hengyang, Fuxin, 1363.6
Hengyang, Ipoh, 2320.0
Hengyang, Dushanbe, 3903.9
Hengyang, Zhanjiang, 469.7
Hengyang, Xingtai, 922.2
Hengyang, Okayama, 1670.7
Hengyang, Yogyakarta, 3451.5
Hengyang, Bhilai, 2545.4
Hengyang, Zigong, 575.7
Hengyang, Mudanjiang, 1883.5
Hengyang, Colombo, 3291.4
Hengyang, Shatian, 407.8
Hengyang, Kumamoto, 1564.9
Hengyang, Zhangdian, 851.3
Hengyang, Xiangtan, 75.0
Hengyang, Dasmarinas, 1187.6
Hengyang, Nantong, 664.8
Hengyang, Shaoyang, 108.4
Hengyang, Islamabad, 3062.7
Hengyang, Panjin, 1526.3
Hengyang, Ansan, 1303.0
Hengyang, Jamshedpur, 2305.8
Hengyang, Dandong, 1376.6
Hengyang, Haikou, 566.1
Hengyang, Amravati, 3230.8
Hengyang, Sagamihara, 2164.1
Hengyang, Zhangzhou, 402.3
Hengyang, Kataka, 2351.2
Hengyang, Kuching, 2233.2
Hengyang, Zhenjiang, 684.7
Hengyang, Yancheng, 766.8
Hengyang, Yuanlong, 395.0
Hengyang, Hai Phong, 650.4
Hengyang, Anyang (South Korea), 1439.2
Hengyang, Dadiangas, 1979.6
Hengyang, Chongju, 1470.0
Hengyang, Bikaner, 3248.7
Hengyang, Taizhou, 642.0
Hengyang, Antipolo, 1243.6
Hengyang, Xiamen, 482.9
Hengyang, Yingkou, 1423.4
Hengyang, Kagoshima, 1450.2
Hengyang, Siping, 1507.0
Hengyang, Luancheng, 840.4
Hengyang, Banjarmasin, 3033.1
Hengyang, Khabarovsk, 2441.0
Hengyang, Jinzhou, 1240.4
Hengyang, Bengbu, 551.2
Hengyang, Irkutsk, 2377.8
Hengyang, Shihezi, 2584.6
Hengyang, Bhavnagar, 3828.2
Hengyang, Jiangmen, 380.7
Hengyang, Barnaul, 3405.4
Hengyang, Vladivostok, 1975.8
Hengyang, Warangal, 2966.4
Hengyang, Zahedan, 4792.6
Hengyang, Kaifeng, 687.0
Hengyang, Funabashi, 2042.0
Hengyang, Shah Alam, 2349.5
Hengyang, Maoming, 393.7
Hengyang, Hachioji, 2095.1
Hengyang, Hamhung, 1558.5
Hengyang, Sargodha, 3365.5
Hengyang, Cangzhou, 931.0
Hengyang, Tanggu, 1096.3
Hengyang, Changde, 167.6
Hengyang, Surakarta, 2969.9
Hengyang, Xigong, 373.2
Hengyang, Shiliguri, 1899.8
Hengyang, Jiamusi, 1976.1
Hengyang, Huaiyin, 727.2
Hengyang, Kolhapur, 3594.5
Hengyang, Ulhasnagar, 3825.1
Hengyang, Rajpur, 2130.0
Hengyang, Maanshan, 546.0
Hengyang, Banqiao, 679.2
Hengyang, Kota Kinabalu, 1893.0
Hengyang, Ajmer, 3236.1
Hengyang, Orenburg, 5182.0
Hengyang, Neijiang, 614.1
Hengyang, Guntur, 2880.8
Hengyang, Novokuznetsk, 2963.3
Hengyang, Yangzhou, 617.2
Hengyang, Durgapur, 2002.7
Hengyang, Shashi, 295.4
Hengyang, Petaling Jaya, 2192.5
Hengyang, Sangli-Miraj, 3297.7
Hengyang, Dehra Dun, 2650.0
Hengyang, Jiaozuo, 739.2
Hengyang, Zhuhai, 391.9
Hengyang, Nanded, 3368.8
Hengyang, Tyumen, 4534.4
Hengyang, Cagayan, 2025.5
Hengyang, Uijongbu, 1503.3
Hengyang, Yueyang, 215.7
Hengyang, Kerman, 5222.2
Hengyang, Matsuyama, 1765.7
Hengyang, Jamnagar, 3769.4
Hengyang, Jammu, 3326.2
Hengyang, Gulbarga, 3042.5
Hengyang, Bahawalpur, 3459.4
Hengyang, Zhunmen, 354.2
Hengyang, Bhatpara, 2038.5
Hengyang, Calamba, 1236.4
Hengyang, Changwon, 1327.6
Hengyang, Zunyi, 454.7
Hengyang, Saharanpur, 2911.7
Hengyang, Higashiosaka, 1930.9
Hengyang, Xuchang, 643.0
Hengyang, Wuhu, 487.3
Athens, Jerusalem, 917.4
Athens, Amsterdam, 1594.2
Athens, Lodz, 1103.4
Athens, Abeokuta, 3344.0
Athens, Tunis, 871.4
Athens, L'viv, 937.4
Athens, Cotonou, 3351.8
Athens, Tangier, 2042.1
Athens, Kayseri, 819.0
Athens, Tolyatti, 2060.8
Athens, Riga, 1749.8
Athens, Kryvyy Rih, 934.1
Athens, Libreville, 4016.7
Athens, as-Sulaymaniyah, 1394.2
Athens, Sevilla, 2176.0
Athens, Zagreb, 795.7
Athens, Benghazi, 587.7
Athens, Dushanbe, 3048.7
Athens, Wahran, 1832.7
Athens, Enugu, 3412.4
Athens, Zaria, 2827.6
Athens, Pointe Noire, 4606.0
Athens, Islamabad, 4163.3
Athens, Zaragoza, 1758.4
Athens, Frankfurt, 1421.8
Athens, Palermo, 630.4
Athens, 'Adan, 3103.6
Athens, Amravati, 4577.7
Athens, Gazzah, 874.6
Athens, Krasnodar, 1040.2
Athens, Wrocaw, 1295.8
Athens, Asmara, 2195.9
Athens, Mersin, 672.4
Athens, Izhevsk, 2506.8
Athens, Ulyanovsk, 2066.0
Athens, Bouake, 4199.3
Athens, Oshogbo, 3483.4
Athens, Jos, 2998.9
Athens, al-'Ayn, 2681.1
Athens, Bikaner, 4122.6
Athens, Orumiyeh, 1428.0
Athens, Diyarbakr, 1187.0
Athens, Yaroslavl, 1827.8
Athens, Chisinau, 743.4
Athens, Djibouti, 3056.0
Athens, Stuttgart, 1357.7
Athens, Rotterdam, 1812.6
Athens, Kisangani, 3793.3
Athens, Shihezi, 4665.6
Athens, Bhavnagar, 4189.1
Athens, Port Said, 767.4
Athens, Genoa, 1183.8
Athens, Dortmund, 1670.6
Athens, Barnaul, 4235.1
Athens, Eskisehir, 422.3
Athens, Zahedan, 2983.8
Athens, Essen, 1698.6
Athens, Dusseldorf, 1571.1
Athens, Glasgow, 2276.2
Athens, Meknes, 2323.6
Athens, Sargodha, 3586.6
Athens, Resht, 1710.8
Athens, Helsinki, 2057.1
Athens, Malaga, 1901.0
Athens, Ife, 3284.6
Athens, at-Ta'if, 2048.8
Athens, Poznan, 1394.0
Athens, Bangui, 3143.0
Athens, Kolhapur, 5016.5
Athens, Ulhasnagar, 4825.8
Athens, Bremen, 1528.9
Athens, Vilnius, 1578.8
Athens, Agadir, 2711.5
Athens, Ajmer, 4667.4
Athens, Orenburg, 2251.8
Athens, Novokuznetsk, 4836.2
Athens, Sangli-Miraj, 4929.2
Athens, Dehra Dun, 4621.2
Athens, Nanded, 5123.4
Athens, Suez, 980.0
Athens, Tyumen, 3244.6
Athens, Mwanza, 4008.0
Athens, Ta'izz, 2675.3
Athens, Naberezhnyye Chelny, 2177.1
Athens, Kerman, 2628.1
Athens, Garoua, 2903.7
